# combo=loongarch-glibc
# source=/mnt/d/OS/F7LY/tools/ltp/judge/v1/outputs/loongarch-glibc/parsed.tsv

Combo            | Case Name                | TPASS  | Summary    | Status       | End   
loongarch-glibc  | nice02                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | nice03                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | open03                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | open04                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | open06                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pause01                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | personality02            | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pidfd_open01             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pidfd_open03             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pipe01                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pipe02                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pipe06                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pipe08                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pipe10                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pipe14                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pipe15                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pread01                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pread01_64               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pselect03                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pselect03_64             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pty02                    | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pwrite01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pwrite01_64              | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pwrite03                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pwrite03_64              | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pwrite04                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | pwrite04_64              | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | read01                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | read03                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | read04                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | readdir01                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | recvmsg02                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | rmdir01                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sbrk02                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sched_get_priority_max02 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sched_get_priority_min02 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | semop04                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sendfile05               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sendfile05_64            | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sendfile06               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sendfile06_64            | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sendfile07               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sendfile07_64            | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sendfile08               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sendfile08_64            | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sendto02                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | setfsuid02               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | setgid01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | setrlimit05              | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | setrlimit06              | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | setuid01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | shmat04                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | shmget03                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | sigsuspend01             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | splice01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | splice02                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | splice04                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | splice05                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | symlink02                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | tee01                    | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | tgkill01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | tgkill02                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | thp02                    | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | thp04                    | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | timer_delete02           | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | timer_settime03          | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | timerfd_settime02        | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | times01                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | umask01                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | uname02                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | utsname01                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | vmsplice01               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | vmsplice03               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | wait01                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | wait02                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | wait402                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | wait403                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | waitid02                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | waitid03                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | waitid09                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | waitpid06                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | waitpid07                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | waitpid08                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | waitpid10                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | waitpid11                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | waitpid12                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | waitpid13                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | write01                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | write03                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | write04                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getrlimit03              | 0      | yes/16     | FAIL         | 1     
loongarch-glibc  | mq_notify01              | 0      | yes/7      | FAIL         | 1     
loongarch-glibc  | af_alg04                 | 0      | yes/6      | FAIL         | 32    
loongarch-glibc  | llseek01                 | 0      | yes/5      | PASS         | 0     
loongarch-glibc  | io_submit02              | 0      | yes/3      | FAIL         | 36    
loongarch-glibc  | io_submit03              | 0      | yes/3      | FAIL         | 36    
loongarch-glibc  | ptrace01                 | 0      | yes/3      | FAIL         | 7     
loongarch-glibc  | execlp01                 | 0      | yes/2      | FAIL         | 3     
loongarch-glibc  | execvp01                 | 0      | yes/2      | FAIL         | 3     
loongarch-glibc  | futex_waitv02            | 0      | yes/2      | FAIL         | 34    
loongarch-glibc  | keyctl07                 | 0      | yes/2      | FAIL         | 32    
loongarch-glibc  | mlock05                  | 0      | yes/2      | FAIL         | 1     
loongarch-glibc  | mq_notify02              | 0      | yes/2      | FAIL         | 1     
loongarch-glibc  | ptrace03                 | 0      | yes/2      | FAIL         | 3     
loongarch-glibc  | sched_setscheduler04     | 0      | yes/2      | FAIL         | 32    
loongarch-glibc  | wqueue09                 | 0      | yes/2      | FAIL         | 32    
loongarch-glibc  | accept02                 | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | add_key02                | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | add_key04                | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | af_alg02                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | af_alg03                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | aslr01                   | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | bind06                   | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | bpf_map01                | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | bpf_prog01               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | bpf_prog02               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | bpf_prog03               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | bpf_prog04               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | bpf_prog05               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | bpf_prog06               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | bpf_prog07               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | cfs_bandwidth01          | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | cgroup_core03            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | chown01_16               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | clone05                  | 0      | yes/1      | FAIL         | 1     
loongarch-glibc  | clone303                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | copy_file_range01        | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | creat07                  | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | crypto_user01            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | cve-2014-0196            | 0      | yes/1      | TIMEOUT      | 124   
loongarch-glibc  | cve-2016-10044           | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | cve-2016-7042            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | cve-2016-7117            | 0      | yes/1      | TIMEOUT      | 124   
loongarch-glibc  | cve-2017-16939           | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | cve-2022-4378            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | epoll_pwait05            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | execl01                  | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | execle01                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | execv01                  | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | execve01                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | execve04                 | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | execve05                 | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | execve06                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | execveat01               | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | execveat02               | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | fchown01_16              | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | futex_wait03             | 0      | yes/1      | TIMEOUT      | 124   
loongarch-glibc  | futex_waitv01            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | futex_waitv03            | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | geteuid01_16             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | geteuid02_16             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | getgid03_16              | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | getrusage03              | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | getuid01_16              | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | getuid03_16              | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | icmp_rate_limit01        | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | ima_mmap                 | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | io_cancel01              | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | io_control01             | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | io_destroy02             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | io_getevents01           | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | io_setup02               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | io_uring01               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | io_uring02               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | ioctl_ns02               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | ioctl_ns03               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | ioctl_ns04               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | ioctl_sg01               | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | irqbalance01             | 0      | yes/1      | FAIL         | 1     
loongarch-glibc  | keyctl01                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | keyctl03                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | keyctl04                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | keyctl06                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | memcontrol01             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | mmap08                   | 0      | yes/1      | FAIL         | 1     
loongarch-glibc  | mmap1                    | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | mmap3                    | 0      | yes/1      | TIMEOUT      | 124   
loongarch-glibc  | msgget03                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | munlockall01             | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | netstress                | 0      | yes/1      | TIMEOUT      | 124   
loongarch-glibc  | nfs05_make_tree          | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | nft02                    | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | openat201                | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | openat202                | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | openat203                | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | prctl03                  | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | preadv03                 | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | preadv03_64              | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | process_vm_readv02       | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | process_vm_readv03       | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | process_vm_writev02      | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | pty05                    | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | pwritev03                | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | pwritev03_64             | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | read_all                 | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | readdir21                | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | recvmsg03                | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | remap_file_pages02       | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | request_key01            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | request_key02            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | request_key03            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | request_key04            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | request_key05            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | semget01                 | 0      | yes/1      | FAIL         | 1     
loongarch-glibc  | semget05                 | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | semop01                  | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | semop03                  | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | sendmsg03                | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | sendto03                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | setfsuid02_16            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | setgid01_16              | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | setregid01_16            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | setreuid01_16            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | setsockopt05             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | setsockopt06             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | setsockopt07             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | setsockopt08             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | setsockopt09             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | setsockopt10             | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | setuid01_16              | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | shmctl05                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | sighold02                | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | snd_seq01                | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | snd_timer01              | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | socketcall02             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | socketcall03             | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | splice06                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | sysctl01                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | sysctl04                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | sysfs01                  | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | sysfs02                  | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | sysfs03                  | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | sysfs04                  | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | sysfs05                  | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | test_1_to_1_initmsg_connect | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | userfaultfd01            | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | ustat01                  | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | ustat02                  | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | vsock01                  | 0      | yes/1      | FAIL         | 2     
loongarch-glibc  | wqueue01                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | wqueue02                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | wqueue03                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | wqueue04                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | wqueue05                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | wqueue06                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | wqueue07                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | wqueue08                 | 0      | yes/1      | FAIL         | 32    
loongarch-glibc  | abs01                    | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | access01                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | access02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | access03                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | access04                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | acct01                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | acct02                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | acct02_helper            | 0      | no/0       | FAIL         | 128   
loongarch-glibc  | acl1                     | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | add_ipv6addr             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | add_key01                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | add_key03                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | add_key05                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | adjtimex01               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | adjtimex02               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | aio-stress               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | aio01                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | aio02                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | aiocp                    | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | aiodio_append            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | aiodio_sparse            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | arch_prctl01             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | asapi_01                 | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | asapi_02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | asapi_03                 | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | atof01                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | autogroup01              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | bind02                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | block_dev                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cacheflush01             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | can_bcm01                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | can_filter               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | can_rcv_own_msgs         | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cap_bounds_r             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cap_bounds_rw            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cap_bset_inh_bounds      | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | capset02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | capset03                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cgroup_core01            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cgroup_core02            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cgroup_fj_proc           | 0      | no/0       | TIMEOUT      | 124   
loongarch-glibc  | cgroup_regression_fork_processes | 0      | no/0       | TIMEOUT      | 124   
loongarch-glibc  | cgroup_regression_getdelays | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | cgroup_xattr             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chdir01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | check_envval             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | check_icmpv4_connectivity | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | check_icmpv6_connectivity | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | check_keepcaps           | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | check_netem              | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | check_pe                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | check_setkey             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | check_simple_capset      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | chmod03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chmod05                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chmod06                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chmod07                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chown02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chown02_16               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chown03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chown03_16               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chown04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chown04_16               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chown05                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chown05_16               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chroot01                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chroot02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | chroot04                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clock_adjtime01          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clock_adjtime02          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clock_gettime01          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clock_gettime02          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clock_gettime03          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clock_nanosleep03        | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clock_settime01          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clock_settime02          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clock_settime03          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clone02                  | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | clone09                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | clone301                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | close_range01            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | connect01                | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | copy_file_range02        | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cpuacct_task             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | cpuctl_def_task01        | 0      | no/0       | FAIL         | 138   
loongarch-glibc  | cpuctl_def_task02        | 0      | no/0       | FAIL         | 138   
loongarch-glibc  | cpuctl_def_task03        | 0      | no/0       | FAIL         | 138   
loongarch-glibc  | cpuctl_def_task04        | 0      | no/0       | FAIL         | 138   
loongarch-glibc  | cpuctl_fj_cpu-hog        | 0      | no/0       | TIMEOUT      | 124   
loongarch-glibc  | cpuctl_fj_simple_echo    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | cpuctl_latency_check_task | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | cpuctl_latency_test      | 0      | no/0       | FAIL         | 22    
loongarch-glibc  | cpuctl_test01            | 0      | no/0       | FAIL         | 138   
loongarch-glibc  | cpuctl_test02            | 0      | no/0       | FAIL         | 138   
loongarch-glibc  | cpuctl_test03            | 0      | no/0       | FAIL         | 138   
loongarch-glibc  | cpuctl_test04            | 0      | no/0       | FAIL         | 138   
loongarch-glibc  | cpufreq_boost            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cpuhotplug_do_disk_write_loop | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | cpuhotplug_do_kcompile_loop | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | cpuhotplug_do_spin_loop  | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | cpuhotplug_report_proc_interrupts | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | cpuset01                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | crash01                  | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | crash02                  | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | creat04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | creat06                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | creat07_child            | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | creat08                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | creat09                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | create_datafile          | 0      | no/0       | FAIL         | 3     
loongarch-glibc  | create_file              | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | crypto_user02            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cve-2015-3290            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cve-2017-17053           | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | cve-2017-2671            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | data                     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | data_space               | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | delete_module01          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | delete_module02          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | delete_module03          | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | diotest1                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | diotest2                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | diotest3                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | diotest4                 | 0      | no/0       | NO_SUMMARY   | 0     
