# combo=loongarch-glibc
# source=/mnt/d/OS/F7LY/tools/ltp/judge/v1/outputs/loongarch-glibc/parsed.tsv

Combo            | Case Name                | TPASS  | Summary    | Status       | End   
loongarch-glibc  | setsockopt04             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | settimeofday01           | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | setuid03                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | setuid03_16              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | setuid04                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | setuid04_16              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | setxattr01               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | setxattr02               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | setxattr03               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | sgetmask01               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shm_comm                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shm_test                 | 0      | no/0       | FAIL         | 134   
loongarch-glibc  | shmat01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmat02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmat03                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmat1                   | 0      | no/0       | FAIL         | 255   
loongarch-glibc  | shmctl02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmctl04                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmctl06                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmdt01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmem_2nstest            | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmget02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmget04                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmget05                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmget06                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmnstest                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | shmt02                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | shmt03                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | shmt04                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | shmt05                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | shmt06                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | shmt07                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | shmt08                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | shmt09                   | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | shmt10                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | sigaction01              | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | sigaction02              | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | sigaltstack01            | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | signal06                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | signalfd01               | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | signalfd4_01             | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | signalfd4_02             | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | sigprocmask01            | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | sigrelse01               | 0      | no/0       | FAIL         | 2     
loongarch-glibc  | smack_notroot            | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | smack_set_socket_labels  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | socketcall01             | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | sockioctl01              | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | splice08                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | splice09                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | squashfs01               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | ssetmask01               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | stack_clash              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | stack_space              | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | stat01                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | stat01_64                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | stat03                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | stat03_64                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statfs01                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statfs01_64              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statfs03                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statfs03_64              | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statvfs01                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statx01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statx04                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statx05                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statx06                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statx07                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statx08                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statx09                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statx10                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statx11                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | statx12                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | stime01                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | stime02                  | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | stream01                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | stream02                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | stream03                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | stream04                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | stream05                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | stress                   | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | string01                 | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | support_numa             | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | swapoff01                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | swapoff02                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | swapon01                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | swapon02                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | swapon03                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | swapping01               | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | symlink01                | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | symlink03                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | symlinkat01              | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | sync01                   | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | sync_file_range02        | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | syncfs01                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | sysconf01                | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | sysctl03                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | sysinfo01                | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | sysinfo02                | 0      | no/0       | NO_SUMMARY   | 0     
loongarch-glibc  | sysinfo03                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | syslog11                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | syslog12                 | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | tbio                     | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | tcindex01                | 0      | no/0       | FAIL         | 32    
loongarch-glibc  | tcp4-multi-diffip01      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip02      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip03      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip04      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip05      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip06      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip07      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip08      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip09      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip10      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip11      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip12      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip13      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffip14      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic01     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic02     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic03     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic04     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic05     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic06     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic07     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic08     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic09     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic10     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic11     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic12     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic13     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffnic14     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport01    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport02    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport03    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport04    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport05    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport06    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport07    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport08    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport09    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport10    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport11    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport12    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport13    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-diffport14    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport01    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport02    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport03    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport04    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport05    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport06    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport07    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport08    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport09    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport10    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport11    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport12    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport13    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-multi-sameport14    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic01         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic02         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic03         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic04         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic05         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic06         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic07         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic08         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic09         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic10         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic11         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic12         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic13         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-basic14         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff01      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff02      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff03      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff04      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff05      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff06      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff07      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff08      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff09      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff10      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff11      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff12      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff13      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-dsackoff14      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup01    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup02    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup03    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup04    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup05    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup06    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup07    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup08    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup09    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup10    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup11    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup12    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup13    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-pktlossdup14    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff01       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff02       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff03       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff04       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff05       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff06       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff07       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff08       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff09       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff10       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff11       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff12       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff13       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-sackoff14       | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend01     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend02     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend03     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend04     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend05     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend06     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend07     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend08     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend09     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend10     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend11     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend12     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend13     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-smallsend14     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso01           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso02           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso03           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso04           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso05           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso06           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso07           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso08           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso09           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso10           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso11           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso12           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso13           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-tso14           | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale01      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale02      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale03      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale04      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale05      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale06      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale07      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale08      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale09      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale10      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale11      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale12      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale13      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp4-uni-winscale14      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip01      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip02      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip03      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip04      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip05      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip06      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip07      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip08      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip09      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip10      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip11      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip12      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip13      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffip14      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic01     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic02     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic03     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic04     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic05     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic06     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic07     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic08     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic09     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic10     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic11     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic12     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic13     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffnic14     | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport01    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport02    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport03    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport04    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport05    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport06    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport07    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport08    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport09    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport10    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport11    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport12    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport13    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-diffport14    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport01    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport02    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport03    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport04    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport05    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport06    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport07    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport08    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport09    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport10    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport11    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport12    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport13    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-multi-sameport14    | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic01         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic02         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic03         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic04         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic05         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic06         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic07         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic08         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic09         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic10         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic11         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic12         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic13         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-basic14         | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-dsackoff01      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-dsackoff02      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-dsackoff03      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-dsackoff04      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-dsackoff05      | 0      | no/0       | FAIL         | 1     
loongarch-glibc  | tcp6-uni-dsackoff06      | 0      | no/0       | FAIL         | 1     
