# combo	name	tpass_count	has_summary	summary_pass	summary_failed	summary_broken	summary_skipped	summary_warnings	summary_total	status	end_code
loongarch-musl	check_setkey	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	check_simple_capset	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	chmod01	32	1	32	0	0	0	0	32	PASS	0
loongarch-musl	chmod03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chmod05	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chmod06	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chmod07	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chown01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	chown01_16	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	chown02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chown02_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chown03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chown03_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chown04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chown04_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chown05	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chown05_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chroot01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chroot02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	chroot03	5	1	5	0	0	0	0	5	PASS	0
loongarch-musl	chroot04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clock_adjtime01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clock_adjtime02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clock_getres01	44	1	44	0	0	0	0	44	PASS	0
loongarch-musl	clock_gettime01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clock_gettime02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clock_gettime03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clock_gettime04	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	clock_nanosleep01	12	1	12	0	0	2	0	14	PASS	0
loongarch-musl	clock_nanosleep02	7	1	7	0	0	0	0	7	PASS	0
loongarch-musl	clock_nanosleep03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clock_nanosleep04	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	clock_settime01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clock_settime02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clock_settime03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clone01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	clone02	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	clone03	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	clone04	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	clone05	0	1	0	1	0	0	0	1	FAIL	1
loongarch-musl	clone06	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	clone07	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	clone08	1	1	1	0	2	0	0	3	FAIL	2
loongarch-musl	clone09	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clone301	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	clone302	1	1	1	0	0	1	0	2	PASS	0
loongarch-musl	clone303	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	close01	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	close02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	close_range01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	close_range02	8	1	8	0	1	0	0	9	FAIL	2
loongarch-musl	confstr01	36	1	36	0	0	0	0	36	PASS	0
loongarch-musl	connect01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	connect02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	copy_file_range01	0	1	0	0	1	0	0	1	FAIL	2
loongarch-musl	copy_file_range02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	copy_file_range03	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	cpuacct_task	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	cpuctl_def_task01	0	0	0	0	0	0	0	0	FAIL	138
loongarch-musl	cpuctl_def_task02	0	0	0	0	0	0	0	0	FAIL	138
loongarch-musl	cpuctl_def_task03	0	0	0	0	0	0	0	0	FAIL	138
loongarch-musl	cpuctl_def_task04	0	0	0	0	0	0	0	0	FAIL	138
loongarch-musl	cpuctl_fj_cpu-hog	0	0	0	0	0	0	0	0	TIMEOUT	124
loongarch-musl	cpuctl_fj_simple_echo	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	cpuctl_latency_check_task	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	cpuctl_latency_test	0	0	0	0	0	0	0	0	FAIL	22
loongarch-musl	cpuctl_test01	0	0	0	0	0	0	0	0	FAIL	138
loongarch-musl	cpuctl_test02	0	0	0	0	0	0	0	0	FAIL	138
loongarch-musl	cpuctl_test03	0	0	0	0	0	0	0	0	FAIL	138
loongarch-musl	cpuctl_test04	0	0	0	0	0	0	0	0	FAIL	138
loongarch-musl	cpufreq_boost	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	cpuhotplug_do_disk_write_loop	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	cpuhotplug_do_kcompile_loop	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	cpuhotplug_do_spin_loop	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	cpuhotplug_report_proc_interrupts	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	cpuset01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	crash01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	crash02	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	creat01	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	creat03	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	creat04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	creat05	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	creat06	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	creat07	0	1	0	0	1	0	0	1	FAIL	2
loongarch-musl	creat07_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	creat08	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	creat09	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	create_datafile	0	0	0	0	0	0	0	0	FAIL	3
loongarch-musl	create_file	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	crypto_user01	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	crypto_user02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	cve-2014-0196	0	1	0	0	1	0	0	1	TIMEOUT	124
loongarch-musl	cve-2015-3290	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	cve-2016-10044	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	cve-2016-7042	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	cve-2016-7117	0	1	0	0	1	0	0	1	TIMEOUT	124
loongarch-musl	cve-2017-16939	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	cve-2017-17052	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	cve-2017-17053	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	cve-2017-2618	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	cve-2017-2671	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	cve-2022-4378	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	data	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	data_space	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	delete_module01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	delete_module02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	delete_module03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	dio_append	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	dio_read	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	dio_sparse	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	dio_truncate	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	diotest1	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	diotest2	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	diotest3	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	diotest4	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	diotest5	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	diotest6	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	dirty	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	dirtyc0w	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	dirtyc0w_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	dirtyc0w_shmem	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	dirtyc0w_shmem_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	dirtypipe	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	dma_thread_diotest	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	doio	0	0	0	0	0	0	0	0	TIMEOUT	124
loongarch-musl	dup01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	dup02	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	dup03	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	dup04	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	dup05	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	dup06	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	dup07	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	dup201	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	dup202	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	dup203	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	dup204	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	dup205	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	dup206	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	dup207	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	dup3_01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	dup3_02	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	ebizzy	0	0	0	0	0	0	0	0	TIMEOUT	124
loongarch-musl	eject_check_tray	0	0	0	0	0	0	0	0	FAIL	255
loongarch-musl	endian_switch01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	epoll-ltp	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	epoll_create01	2	1	2	0	0	1	0	3	PASS	0
loongarch-musl	epoll_create02	2	1	2	0	0	1	0	3	PASS	0
loongarch-musl	epoll_create1_01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	epoll_create1_02	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	epoll_ctl01	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	epoll_ctl02	9	1	9	0	0	0	0	9	PASS	0
loongarch-musl	epoll_ctl03	256	1	256	0	0	0	0	256	PASS	0
loongarch-musl	epoll_ctl04	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	epoll_ctl05	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	epoll_pwait01	2	1	2	0	0	1	0	3	PASS	0
loongarch-musl	epoll_pwait02	1	1	1	0	0	1	0	2	PASS	0
loongarch-musl	epoll_pwait03	7	1	7	0	0	1	0	8	PASS	0
loongarch-musl	epoll_pwait04	1	1	1	0	0	1	0	2	PASS	0
loongarch-musl	epoll_pwait05	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	epoll_wait01	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	epoll_wait02	7	1	7	0	0	0	0	7	PASS	0
loongarch-musl	epoll_wait03	5	1	5	0	0	0	0	5	PASS	0
loongarch-musl	epoll_wait04	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	epoll_wait05	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	epoll_wait06	9	1	9	0	0	0	0	9	PASS	0
loongarch-musl	epoll_wait07	5	1	5	0	0	0	0	5	PASS	0
loongarch-musl	event_generator	0	0	0	0	0	0	0	0	FAIL	1
loongarch-musl	eventfd01	4	1	4	0	0	0	0	4	PASS	0
loongarch-musl	eventfd02	5	1	5	0	0	0	0	5	PASS	0
loongarch-musl	eventfd03	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	eventfd04	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	eventfd05	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	eventfd06	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	eventfd2_01	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	eventfd2_02	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	eventfd2_03	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	exec_with_inh	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	exec_without_inh	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	execl01	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	execl01_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	execle01	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	execle01_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	execlp01	0	1	0	1	1	0	0	2	FAIL	3
loongarch-musl	execlp01_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	execv01	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	execv01_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	execve01	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	execve01_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	execve02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	execve03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	execve04	0	1	0	0	1	0	0	1	FAIL	2
loongarch-musl	execve05	0	1	0	0	1	0	0	1	FAIL	2
loongarch-musl	execve06	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	execve06_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	execve_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	execveat01	0	1	0	0	1	0	0	1	FAIL	2
loongarch-musl	execveat02	0	1	0	0	1	0	0	1	FAIL	2
loongarch-musl	execveat03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	execveat_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	execveat_errno	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	execvp01	0	1	0	1	1	0	0	2	FAIL	3
loongarch-musl	execvp01_child	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	exit01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	exit02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	exit_group01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	f00f	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	faccessat01	3	1	3	0	0	0	0	3	PASS	0
loongarch-musl	faccessat02	2	1	2	0	0	0	0	2	PASS	0
loongarch-musl	faccessat201	7	1	7	0	0	0	0	7	PASS	0
loongarch-musl	faccessat202	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fallocate01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fallocate02	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fallocate03	8	1	8	0	0	0	0	8	PASS	0
loongarch-musl	fallocate04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fallocate05	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fallocate06	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify05	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify06	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify07	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify08	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify09	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify10	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify11	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify12	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify13	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify14	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify15	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify17	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify18	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify19	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify20	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify21	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify22	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify23	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fanotify_child	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fanout01	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchdir01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fchdir02	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fchdir03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchmod01	8	1	8	0	0	0	0	8	PASS	0
loongarch-musl	fchmod02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchmod03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchmod04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchmod05	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchmod06	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchmodat01	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	fchmodat02	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	fchown01	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fchown01_16	0	1	0	0	0	1	0	1	FAIL	32
loongarch-musl	fchown02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchown02_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchown03	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchown03_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchown04	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchown04_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchown05	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchown05_16	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fchownat01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fchownat02	0	0	0	0	0	0	0	0	FAIL	32
loongarch-musl	fcntl01	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl01_64	0	0	0	0	0	0	0	0	NO_SUMMARY	0
loongarch-musl	fcntl02	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	fcntl02_64	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	fcntl03	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fcntl03_64	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fcntl04	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fcntl04_64	1	1	1	0	0	0	0	1	PASS	0
loongarch-musl	fcntl05	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	fcntl05_64	6	1	6	0	0	0	0	6	PASS	0
loongarch-musl	fcntl07	0	0	0	0	0	0	0	0	FAIL	2
loongarch-musl	fcntl07_64	0	0	0	0	0	0	0	0	FAIL	2
